filn,site,coln,bbid,dat,cpday,nPoll,nRais,nGarb,orad,mH,P_Acer,P_Aesculus,P_Asteraceae,P_Brassicaceae,P_Centaurea.cyanus,P_Cytisus,P_Echium.vulgare,P_Fraxinus,P_Glechoma.hederacea,P_Heracleum,P_Jasione.montana,P_Laburnum,P_Lamium,P_Lonicera,P_Lupinus,P_Papaver,P_Phacelia,P_Pinaceae,P_Potentilla.group,P_Prunus.group,P_Prunus.groupB,P_Pulmonaria.group,P_Quercus,P_Ranunculus,P_Rhododendron,P_Robinia,P_Salix,P_Sambucus,P_Solanum,P_Spiraea,P_Symphytum,P_Taraxacum,P_Tilia,P_Trifolium.pratense,P_Trifolium.repens.group,P_Viola.arvensis.group
BrA1_63_2017-06-02 1003964,Br,A1,BrA1_63,6/2/17,1,1304,263.9552528,313.9463687,orig,0.2970815652691,0.0119038434626,0.0003788628145,0.0000320268850,0.0083079590264,0.0001974014294,0.0286724292507,0.0000009584775,0.0000025245358,0.0000333408557,0.0001608772232,0.0000164120476,0.0000365604403,0.0012491087446,0.0018165870789,0.0035231364379,0.0293618390638,0.0000018619254,0.0000814169461,0.0005732256308,0.8280626396134,0.0319478718118,0.0037448018872,0.0120885011917,0.0016327450967,0.0200448766233,0.0018676779358,0.0001643122452,0.0000207961146,0.0000001701207,0.0015558985503,0.0000001699452,0.0000162888062,0.0031712913998,0.0020742619470,0.0070401574605,0.0002171669747
BrA1_63_2017-06-02 1003964,Br,A1,BrA1_63,6/2/17,1,1304,263.9552528,313.9463687,adjust,0.0679206025044,0.0009845153333,0.0000164650780,0.0000000455414,0.0081454053784,0.0000002489153,0.0048210554583,0.0000000005060,0.0000000004791,0.0000000105033,0.0000005228742,0.0000000964413,0.0000005929242,0.0004799821364,0.0000525268371,0.0001132948397,0.0099371674684,0.0000000001156,0.0000000982849,0.0001589882450,0.9511772902351,0.0083260627496,0.0001277297508,0.0050885018273,0.0000196401992,0.0072185996914,0.0001762405566,0.0000142814949,0.0000000924551,0.0000000000164,0.0015509128707,0.0000000000008,0.0000000069574,0.0002255750879,0.0002504974370,0.0011130509724,0.0000005003377
BrA1_66_2017-06-02 1002713,Br,A1,BrA1_66,6/2/17,1,8079,227.396326,385.2696535,orig,0.0142110523503,0.0002441535967,0.0000079699434,0.0001209544083,0.9905903434236,0.0002994637954,0.0000006356734,0.0000018574251,0.0000110503274,0.0000003523356,0.0012445456821,0.0001113767884,0.0000811069053,0.0001082959247,0.0000812644653,0.0000585824282,0.0001221425451,0.0000479453676,0.0023590564801,0.0000032734781,0.0000928118991,0.0000813078711,0.0000002700277,0.0001946623557,0.0000566001630,0.0000086560311,0.0000001602422,0.0026453742921,0.0011212965852,0.0000121885122,0.0000006035026,0.0000001818531,0.0000030590590,0.0002704752093,0.0000111872900,0.0000055959145,0.0000011981982
BrA1_66_2017-06-02 1002713,Br,A1,BrA1_66,6/2/17,1,8079,227.396326,385.2696535,adjust,0.0020718164098,0.0000589861253,0.0000000018634,0.0000002427087,0.9978422032672,0.0000008927356,0.0000000005539,0.0000000001402,0.0000000026120,0.0000000006067,0.0002041978096,0.0000011536513,0.0000714919710,0.0000006546589,0.0000059154280,0.0000440626202,0.0000001067608,0.0000000450343,0.0008186689262,0.0000000088772,0.0000669061142,0.0000044751536,0.0000000002299,0.0000021910786,0.0000003010721,0.0000000405123,0.0000000000049,0.0006971069570,0.0001759401835,0.0000000361752,0.0000000000343,0.0000000000081,0.0000000091856,0.0000042733341,0.0000000814097,0.0000000021673,0.0000000000290
BrA1_68_2017-06-02 1002646,Br,A1,BrA1_68,6/2/17,1,3596,285.1063105,1316.307121,orig,0.0482019690981,0.0001226934345,0.0024238459924,0.0026341431891,0.9676571539687,0.0011489648399,0.0002908809940,0.0000002009398,0.0000123521192,0.0000004046214,0.0082480454896,0.0002811782136,0.0001639850059,0.0001652824366,0.0004999810127,0.0006098266123,0.0007823317430,0.0000230827941,0.0038463720542,0.0000694738436,0.0014259673355,0.0011493802433,0.0000000826574,0.0003732293415,0.0002657183707,0.0000109204298,0.0000005212142,0.0014142268599,0.0057568657252,0.0000019608296,0.0000004781254,0.0000002280237,0.0000124970593,0.0004949937683,0.0000431832505,0.0000664039838,0.0000031434774
BrA1_68_2017-06-02 1002646,Br,A1,BrA1_68,6/2/17,1,3596,285.1063105,1316.307121,adjust,0.0098332195263,0.0000005005964,0.0027250907959,0.0000825971661,0.9876205886240,0.0000178317820,0.0002027188468,0.0000000000158,0.0000000027079,0.0000000000457,0.0036558236276,0.0002216730015,0.0000247133034,0.0000289143054,0.0000116478345,0.0005380456395,0.0001355793693,0.0000003731261,0.0006154153448,0.0000052798715,0.0014580798672,0.0010262675128,0.0000000000033,0.0002569363815,0.0000012719210,0.0000000203647,0.0000000001725,0.0005709586350,0.0006815226081,0.0000000034828,0.0000000000345,0.0000000000039,0.0000002122332,0.0001126208919,0.0000000836286,0.0000052260797,0.0000000001752
BrA1_69_2017-05-30 1002711,Br,A1,BrA1_69,5/30/17,1,6639,252.0906536,417.859596,orig,0.0241141772081,0.0001391292784,0.0000996087202,0.0012754109747,0.9867970964529,0.0000727655707,0.0000003385401,0.0000000260420,0.0000121029469,0.0000034498818,0.0002685903941,0.0000094127136,0.0000839300017,0.0000645971720,0.0000081524668,0.0000133614625,0.0002634826105,0.0000719468688,0.0027557211032,0.0000400340955,0.0002337548310,0.0002509347065,0.0000029678333,0.0000746206802,0.0000309268945,0.0000122855678,0.0000001580602,0.0028933499613,0.0043156258724,0.0000001266446,0.0000018115450,0.0000010204412,0.0000027069062,0.0001962910651,0.0000019712946,0.0000007634078,0.0000015269920
BrA1_69_2017-05-30 1002711,Br,A1,BrA1_69,5/30/17,1,6639,252.0906536,417.859596,adjust,0.0025214051498,0.0000932603826,0.0000000650705,0.0000037634244,0.9982215175811,0.0000001884775,0.0000000002730,0.0000000000000,0.0000000009760,0.0000000013134,0.0000110341675,0.0000005791673,0.0000448343065,0.0000298384854,0.0000000127186,0.0000010988132,0.0000012955453,0.0000063677124,0.0003722026354,0.0000000365340,0.0002071857613,0.0000061598945,0.0000000024409,0.0000006987326,0.0000000035367,0.0000000060601,0.0000000000047,0.0006680695004,0.0003307453487,0.0000000000058,0.0000000002608,0.0000000000219,0.0000000002905,0.0000010295273,0.0000000001913,0.0000000006619,0.0000000001764
BrA1_69_2017-06-02 1002650,Br,A1,BrA1_69,6/2/17,1,1380,38.50770002,605.1591755,orig,0.0610202687427,0.0004105244189,0.0000146679485,0.0000563641439,0.9688435635206,0.0069715052246,0.0000120306896,0.0000072274765,0.0000080384329,0.0000012059921,0.0059749902865,0.0000021468439,0.0000001500910,0.0024650403610,0.0021706366899,0.0000010097776,0.0031026653794,0.0022016024093,0.0019003404465,0.0000024040971,0.0000004455902,0.0000016838652,0.0000021580643,0.0000003186750,0.0000372741119,0.0000573662293,0.0000011404124,0.0033274182929,0.0000397191969,0.0000000661629,0.0000006625752,0.0011049270729,0.0000123564101,0.0000374555252,0.0011962878768,0.0000051504238,0.0000294552854
BrA1_69_2017-06-02 1002650,Br,A1,BrA1_69,6/2/17,1,1380,38.50770002,605.1591755,adjust,0.0198285810584,0.0000393316909,0.0000000200189,0.0000009053692,0.9881753148075,0.0041083433004,0.0000000283672,0.0000000125002,0.0000000001188,0.0000000000833,0.0027281829901,0.0000000002445,0.0000000000002,0.0002907968424,0.0012124919448,0.0000000000360,0.0000942704726,0.0011008640994,0.0009781325966,0.0000000000073,0.0000000000751,0.0000000000041,0.0000000017736,0.0000000000006,0.0000001712316,0.0000014806521,0.0000000004068,0.0000381117275,0.0000000090515,0.0000000000018,0.0000000000012,0.0004601535475,0.0000000335234,0.0000000405230,0.0007709342972,0.0000000006706,0.0000003670222
BrA1_72_2017-05-22 1002712,Br,A1,BrA1_72,5/22/17,1,1467,530.8881491,683.9342785,orig,0.2181487812937,0.7026276544231,0.0000605379030,0.0001298464446,0.0603046833320,0.0120521816004,0.0025424908945,0.0004470268940,0.0000724877042,0.0052934358384,0.0000388346999,0.0000504463672,0.0228945433264,0.0219582058014,0.0003528672494,0.0022178928876,0.0007616499507,0.0063592440901,0.0007404020322,0.0000287915011,0.0659041445811,0.0313601361730,0.0008219186190,0.0009708529807,0.0000767270917,0.0360007841697,0.0014774671943,0.0000487416023,0.0013691300971,0.0039183403155,0.0000051486981,0.0000573378741,0.0009473512086,0.0016860337100,0.0002938261398,0.0160193026868,0.0001095339179
BrA1_72_2017-05-22 1002712,Br,A1,BrA1_72,5/22/17,1,1467,530.8881491,683.9342785,adjust,0.1634655724809,0.7527880841053,0.0000004312412,0.0000004300388,0.0601154794818,0.0052464105664,0.0003072686923,0.0000391233641,0.0000011263387,0.0015390034968,0.0000001017979,0.0000002627339,0.0223075095547,0.0209744111376,0.0000037035034,0.0002059522810,0.0000444024089,0.0027658409751,0.0001408909017,0.0000000943990,0.0570510505977,0.0311122382225,0.0000241642626,0.0001485409958,0.0000000943155,0.0297734299476,0.0002109133179,0.0000000913577,0.0004800722531,0.0014124847422,0.0000000028074,0.0000001805257,0.0000498109551,0.0005579476057,0.0000027201014,0.0126953111057,0.0000004198677
BrA1_73_2017-05-22 1003960,Br,A1,BrA1_73,5/22/17,1,2519,136.1030006,288.7341022,orig,0.6683544647845,0.0005893055094,0.0487594808984,0.0000614858833,0.0134781557003,0.0002380154167,0.0888212517974,0.0021458115919,0.0012368306380,0.0001557894735,0.0000305229312,0.0014913038897,0.1234746160286,0.2228421792229,0.0495263423041,0.0646460256032,0.0230865783701,0.0077625911093,0.0005069364634,0.0121476541682,0.0717708915813,0.2050137112452,0.0000509374342,0.0015120400252,0.0012391607721,0.0056349536559,0.0036261316190,0.0014081603158,0.0013423184905,0.0414978130925,0.0013100946594,0.0000624643299,0.0001336074178,0.0000356506624,0.0022261098237,0.0019940540269,0.0001410238489
BrA1_73_2017-05-22 1003960,Br,A1,BrA1_73,5/22/17,1,2519,136.1030006,288.7341022,adjust,0.5738915337466,0.0000045318131,0.0502908492888,0.0000002256247,0.0135129492683,0.0000013321217,0.0803102856568,0.0002820372156,0.0000520854813,0.0000006318810,0.0000000627268,0.0001578155711,0.1225318419930,0.2739495308357,0.0521847499505,0.0464869657921,0.0131546526378,0.0010942612186,0.0003779172349,0.0053751918315,0.0526332970487,0.2586767612332,0.0000000691961,0.0001894564496,0.0002645714988,0.0047631468956,0.0002429181676,0.0002432655837,0.0000779241425,0.0217552636195,0.0007781610309,0.0000000911765,0.0000003950381,0.0000000274695,0.0003367390954,0.0002691099612,0.0000008842497
BrA1_73_2017-05-23 1002972,Br,A1,BrA1_73,5/23/17,1,4641,249.4837417,268.4799547,orig,0.5940466946016,0.0008731314223,0.1694003592231,0.0000070625660,0.0017507464820,0.0002574924393,0.2693384400462,0.0028905081888,0.0007018055615,0.0003923368887,0.0001446134877,0.0010666281269,0.0489486011849,0.0808500733096,0.0084271114802,0.1296359063687,0.0180106026057,0.0208156320092,0.0000186357819,0.0019497022962,0.0337234383992,0.1095376615182,0.0000335133373,0.0004685838491,0.0000940909638,0.0019200538490,0.0403716485083,0.0010446663720,0.0045252515078,0.0467417146731,0.0002261595672,0.0037188191829,0.0000562792518,0.0001100280523,0.0001311442940,0.0018124428132,0.0000051143921
BrA1_73_2017-05-23 1002972,Br,A1,BrA1_73,5/23/17,1,4641,249.4837417,268.4799547,adjust,0.4842228413425,0.0000685216906,0.1839634802945,0.0000000032279,0.0017285386217,0.0000022804855,0.3481828174121,0.0003839471479,0.0000157682652,0.0000072674029,0.0000014588634,0.0000455897203,0.0312993525245,0.0786137405174,0.0086038320831,0.1289736061967,0.0078829424974,0.0104572548587,0.0000000063542,0.0003384086980,0.0169778882064,0.1214923128781,0.0000000348024,0.0000045255578,0.0000011698987,0.0011065475356,0.0210251813653,0.0001980647099,0.0007832176398,0.0361105472037,0.0000016287825,0.0014198476867,0.0000001007328,0.0000002102856,0.0000025224697,0.0003073815864,0.0000000017967
BrA1_74_2017-05-22 1002895,Br,A1,BrA1_74,5/22/17,1,2139,328.2242569,550.1049689,orig,0.2162111916755,0.0663956230811,0.0001573784051,0.0003991553962,0.4004226890019,0.0003096764137,0.0007616468930,0.0000007777736,0.0015826537867,0.0017512432604,0.0005207426163,0.0000002129268,0.0015527261859,0.0003582976326,0.0004460594273,0.0718426103804,0.0031808263529,0.0002112478943,0.0002148374674,0.0013832694653,0.3870319337984,0.0536259026632,0.0000347365866,0.0014506622816,0.0018575302250,0.0011449772890,0.0000967070049,0.0014651392159,0.0000610433309,0.0000028023396,0.0000008322547,0.0000018511645,0.0012185122713,0.0002812981084,0.0001484516423,0.0000282127501,0.0000577327125
BrA1_74_2017-05-22 1002895,Br,A1,BrA1_74,5/22/17,1,2139,328.2242569,550.1049689,adjust,0.1445668112573,0.0389951254929,0.0000023599928,0.0000055537893,0.4024354367116,0.0000010891535,0.0000092684222,0.0000000000251,0.0014609827957,0.0002736722243,0.0000341642182,0.0000000000086,0.0001218367608,0.0000029348658,0.0000259713408,0.0579228522403,0.0010398846564,0.0000016137455,0.0000076323641,0.0002703111644,0.4579487475774,0.0357833299839,0.0000000377646,0.0010515821971,0.0005916248197,0.0009323082619,0.0000002413100,0.0005253997462,0.0000000352590,0.0000000002344,0.0000000000036,0.0000000006007,0.0005408890400,0.0000139837591,0.0000004642543,0.0000001582835,0.0000005069324
BrA1_74_2017-06-14 1002883,Br,A1,BrA1_74,6/14/17,1,138,29.14668455,822.9886163,orig,0.4589419344049,0.0329747195877,0.0001966092465,0.0000757156351,0.0000100982462,0.0002465480287,0.0267563129163,0.0000005419134,0.0000029684457,0.0003088169817,0.0004386793394,0.0000024060432,0.0000048983385,0.0002350474496,0.0072959231783,0.0065791817807,0.0128821361688,0.0050831484243,0.0000304579244,0.0057639531046,0.6286081550914,0.0337300748262,0.0061246905897,0.0003482649637,0.0000325069906,0.0014694889971,0.2111512798151,0.0017724963829,0.0065986658453,0.0000014990292,0.0001482088335,0.0022246074087,0.0000424082066,0.0012572928549,0.0002950877945,0.0050303550529,0.0022767545643
BrA1_74_2017-06-14 1002883,Br,A1,BrA1_74,6/14/17,1,138,29.14668455,822.9886163,adjust,0.2885925088878,0.0104154951298,0.0000019193862,0.0000000669024,0.0000000109567,0.0000027400554,0.0107319662805,0.0000000000363,0.0000000005870,0.0000008646206,0.0000074648660,0.0000000002575,0.0000000006916,0.0000058052781,0.0072474888043,0.0013674947508,0.0087535778278,0.0030567457090,0.0000000540301,0.0005507786902,0.7524308473600,0.0160993685435,0.0007784914809,0.0000066865719,0.0000000416737,0.0000343853928,0.1817214272854,0.0002090777162,0.0051968718085,0.0000000000705,0.0000027258224,0.0002531463166,0.0000000323226,0.0000443840945,0.0000029865986,0.0010605636485,0.0000164884332
BrA1_75_2017-05-22 1002546,Br,A1,BrA1_75,5/22/17,1,1200,605.0229685,370.1124086,orig,0.2684317193749,0.1864722092446,0.0000024873010,0.0004056940897,0.0058250691412,0.0010550931854,0.0000965136726,0.0000012988919,0.0016375569061,0.0082289792143,0.0005800918072,0.0000116006678,0.0019492136634,0.0000019524401,0.0000548842907,0.0013097753947,0.0000275318658,0.0000396871245,0.0000036760330,0.0006142739957,0.7189342505312,0.0141295001243,0.0053218311329,0.0007192902984,0.0010980397795,0.0362764227422,0.0006700539592,0.0000082290309,0.0000872243671,0.0010153988194,0.0021934595649,0.0008905188841,0.0008275902971,0.0005231489816,0.0013848412463,0.0000126845020,0.0075899268093
BrA1_75_2017-05-22 1002546,Br,A1,BrA1_75,5/22/17,1,1200,605.0229685,370.1124086,adjust,0.1824804346560,0.1353436317925,0.0000000053098,0.0000269574105,0.0058302778645,0.0002022092087,0.0000000676534,0.0000000014666,0.0007063229226,0.0018278311537,0.0000282063381,0.0000001479412,0.0009024956444,0.0000000002965,0.0000022152983,0.0000076543341,0.0000000156970,0.0000008936561,0.0000000011966,0.0003977898346,0.8201489351740,0.0048760711462,0.0009486990750,0.0006134711666,0.0008089289562,0.0211416366965,0.0000061195567,0.0000000539867,0.0000043076432,0.0008466044708,0.0024247165221,0.0007148393577,0.0008428009346,0.0000069589864,0.0000095105352,0.0000000526338,0.0013295681391
BrA1_75_2017-05-23 1002565,Br,A1,BrA1_75,5/23/17,1,1539,963.1150566,370.8224203,orig,0.1944955466466,0.1140211406539,0.0000029871390,0.0003844007363,0.0453167764078,0.0001046283985,0.0000089057867,0.0000000037265,0.0008782032840,0.0054320235298,0.0001105426696,0.0000000455762,0.0000369470404,0.0000337853684,0.0007157685080,0.0029916482500,0.0001925849809,0.0000007246719,0.0012687114687,0.0000023012857,0.7915016390191,0.0167787640176,0.0020692443079,0.0006721990533,0.0006263626110,0.0098268310869,0.0003277814278,0.0000162538880,0.0000117274665,0.0007106214161,0.0005886023582,0.0000027578901,0.0000026424080,0.0004815413691,0.0011978368759,0.0000842143354,0.0035988509867
BrA1_75_2017-05-23 1002565,Br,A1,BrA1_75,5/23/17,1,1539,963.1150566,370.8224203,adjust,0.0956195269248,0.0601565993057,0.0000000001574,0.0000019038747,0.0454803267307,0.0000001725975,0.0000000005275,0.0000000000000,0.0000201053634,0.0024976329093,0.0000004868706,0.0000000000001,0.0000000131692,0.0000000099625,0.0006498143717,0.0001763390822,0.0000006491259,0.0000000003218,0.0011503780072,0.0000000000966,0.8780046822293,0.0045451400934,0.0001136832257,0.0000586254651,0.0000041310404,0.0053152504231,0.0000020884448,0.0000000459692,0.0000000084707,0.0007214632450,0.0005779626047,0.0000000010848,0.0000000002032,0.0000062544386,0.0002302264858,0.0000012498688,0.0002847542333
BrA1_75_2017-06-03 1002149,Br,A1,BrA1_75,6/3/17,1,3908,3423.366945,7545.459785,orig,0.4356856192843,0.0000436210400,0.0012363688249,0.0000342725931,0.0006266256418,0.0001466123327,0.0007213475399,0.0003305320209,0.0008765086593,0.0000485219595,0.0000134769485,0.0001524667144,0.0236846690843,0.0502459866296,0.0000024338734,0.0026069994345,0.0009452848892,0.3968425227160,0.0005451370874,0.0010713853306,0.0042282485728,0.2984128079526,0.0000216235863,0.0000628716585,0.0000018243149,0.0435649821422,0.0002048906973,0.0001419892495,0.0055463077287,0.1668171882169,0.0001256206189,0.0002912079647,0.0000617003983,0.0003260123723,0.0000027990658,0.0000053880986,0.0000097640416
BrA1_75_2017-06-03 1002149,Br,A1,BrA1_75,6/3/17,1,3908,3423.366945,7545.459785,adjust,0.3332380355437,0.0000000413677,0.0004430009669,0.0000000084533,0.0005072630426,0.0000029457253,0.0000131447419,0.0000101362461,0.0000306558469,0.0000000120532,0.0000000083959,0.0000012930191,0.0054372553719,0.0252002430984,0.0000000000879,0.0000606560549,0.0001147171301,0.4660700141919,0.0002926071529,0.0002956802129,0.0003635051724,0.3209825685510,0.0000000047061,0.0000001159895,0.0000000000434,0.0389442311733,0.0000008253007,0.0000028121663,0.0004741141823,0.1407503493307,0.0000002772895,0.0000006492228,0.0000001033001,0.0000007493157,0.0000000001579,0.0000000103163,0.0000000006221
BrA1_76_2017-05-22 1002554,Br,A1,BrA1_76,5/22/17,1,2248,50.61811949,279.7966434,orig,0.0137733016627,0.0009405122843,0.0000003750287,0.0000791012829,0.9893595121035,0.0020872545921,0.0001463840102,0.0000001628984,0.0000043858876,0.0000000876272,0.0044644346419,0.0000001470554,0.0000000648272,0.0002875683823,0.0006069029020,0.0000008739208,0.0000976772080,0.0000440380449,0.0003291955455,0.0000001962810,0.0000332572068,0.0000030418392,0.0000000252904,0.0000004271501,0.0000183388884,0.0000094498643,0.0000048665739,0.0013758963206,0.0000236686524,0.0000000049830,0.0000002685495,0.0000028077624,0.0000006877641,0.0000666053270,0.0000108290847,0.0000000819943,0.0000008682249
