"filn";"site";"coln";"bbid";"dat";"cpday";"nPoll";"nRais";"nGarb";"orad";"mH";"P_Acer";"P_Aesculus";"P_Asteraceae";"P_Brassicaceae";"P_Centaurea.cyanus";"P_Cytisus";"P_Echium.vulgare";"P_Fraxinus";"P_Glechoma.hederacea";"P_Heracleum";"P_Jasione.montana";"P_Laburnum";"P_Lamium";"P_Lonicera";"P_Lupinus";"P_Papaver";"P_Phacelia";"P_Pinaceae";"P_Potentilla.group";"P_Prunus.group";"P_Prunus.groupB";"P_Pulmonaria.group";"P_Quercus";"P_Ranunculus";"P_Rhododendron";"P_Robinia";"P_Salix";"P_Sambucus";"P_Solanum";"P_Spiraea";"P_Symphytum";"P_Taraxacum";"P_Tilia";"P_Trifolium.pratense";"P_Trifolium.repens.group";"P_Viola.arvensis.group"
"BrA1_63_2017-06-02 1003964";"Br";"A1";"BrA1_63";"2017-06-02";1;1304;263,955252806195;313,946368727063;"orig";0,297081565269097;0,0119038434625699;0,000378862814481846;3,20268849890332e-05;0,00830795902635628;0,000197401429387521;0,0286724292506829;9,58477537024865e-07;2,52453582116247e-06;3,33408557091566e-05;0,000160877223180439;1,64120476099814e-05;3,6560440308402e-05;0,00124910874455513;0,00181658707885736;0,00352313643792241;0,0293618390637945;1,86192535512784e-06;8,14169460859093e-05;0,000573225630769395;0,828062639613398;0,0319478718117605;0,00374480188715349;0,0120885011917157;0,0016327450966822;0,0200448766232718;0,0018676779358477;0,000164312245205128;2,07961145512807e-05;1,701207137646e-07;0,00155589855028703;1,69945209490923e-07;1,62888062387137e-05;0,00317129139977935;0,00207426194701201;0,00704015746045798;0,000217166974742728
"BrA1_63_2017-06-02 1003964";"Br";"A1";"BrA1_63";"2017-06-02";1;1304;263,955252806195;313,946368727063;"adjust";0,0679206025043762;0,000984515333335196;1,64650780187294e-05;4,55413633094245e-08;0,00814540537835225;2,48915264864484e-07;0,00482105545831038;5,05983648375651e-10;4,79098607920795e-10;1,05032704795375e-08;5,22874248357423e-07;9,64413419323412e-08;5,92924183606621e-07;0,000479982136357497;5,25268371358901e-05;0,00011329483966847;0,00993716746837536;1,15606488155499e-10;9,8284883942748e-08;0,000158988244969648;0,95117729023508;0,00832606274957665;0,000127729750752761;0,00508850182726327;1,96401992430914e-05;0,00721859969143661;0,000176240556579759;1,42814948509226e-05;9,24550599702728e-08;1,63537894039771e-11;0,00155091287074506;8,22843894126781e-13;6,95740145749222e-09;0,000225575087907389;0,000250497437041441;0,00111305097239472;5,00337721187316e-07
"BrA1_66_2017-06-02 1002713";"Br";"A1";"BrA1_66";"2017-06-02";1;8079;227,396325986566;385,269653483395;"orig";0,0142110523502742;0,00024415359667409;7,96994339652898e-06;0,000120954408309432;0,990590343423625;0,000299463795407188;6,35673397117623e-07;1,85742514823497e-06;1,10503274196251e-05;3,52335621185628e-07;0,00124454568207819;0,000111376788439712;8,11069053180877e-05;0,000108295924710612;8,12644652572851e-05;5,85824282485277e-05;0,000122142545090766;4,79453675516861e-05;0,00235905648011235;3,2734780822003e-06;9,28118990714769e-05;8,1307871148358e-05;2,700276563157e-07;0,000194662355742864;5,66001630496717e-05;8,65603108034328e-06;1,60242192188562e-07;0,00264537429210459;0,00112129658515234;1,21885121958378e-05;6,03502649980806e-07;1,81853088298368e-07;3,05905896423577e-06;0,000270475209307464;1,11872900353078e-05;5,59591445966209e-06;1,19819821274295e-06
"BrA1_66_2017-06-02 1002713";"Br";"A1";"BrA1_66";"2017-06-02";1;8079;227,396325986566;385,269653483395;"adjust";0,00207181640982739;5,8986125309184e-05;1,8634111352149e-09;2,42708730775335e-07;0,997842203267176;8,92735607573349e-07;5,53927320105896e-10;1,40171700639564e-10;2,61199556363302e-09;6,06664387092992e-10;0,000204197809605222;1,1536512794015e-06;7,14919710192244e-05;6,54658934469951e-07;5,91542798851923e-06;4,40626201707096e-05;1,06760772621492e-07;4,50342818179694e-08;0,00081866892618415;8,87722076191712e-09;6,69061142286221e-05;4,47515358514903e-06;2,29865152232096e-10;2,19107860927398e-06;3,01072142234035e-07;4,0512256480326e-08;4,89232969327388e-12;0,000697106957030408;0,000175940183511554;3,61752289370603e-08;3,43186606971854e-11;8,07485486189356e-12;9,18561858316421e-09;4,27333414554352e-06;8,14096659392068e-08;2,16733964439825e-09;2,90362683766941e-11
"BrA1_68_2017-06-02 1002646";"Br";"A1";"BrA1_68";"2017-06-02";1;3596;285,106310512231;1316,30712094812;"orig";0,048201969098095;0,000122693434483431;0,00242384599242258;0,00263414318908142;0,967657153968728;0,00114896483987671;0,000290880993978931;2,00939800541428e-07;1,23521192429121e-05;4,0462138621855e-07;0,00824804548957987;0,000281178213637226;0,000163985005868754;0,000165282436570058;0,000499981012712458;0,000609826612286268;0,0007823317429632;2,30827940943398e-05;0,00384637205422475;6,94738435881157e-05;0,00142596733551764;0,00114938024328598;8,26574360683871e-08;0,000373229341455583;0,000265718370695542;1,09204298496694e-05;5,21214225761619e-07;0,00141422685985682;0,00575686572515119;1,96082962826969e-06;4,78125431273969e-07;2,28023657224149e-07;1,24970592542825e-05;0,00049499376829823;4,31832505320247e-05;6,64039838482611e-05;3,14347735019247e-06
"BrA1_68_2017-06-02 1002646";"Br";"A1";"BrA1_68";"2017-06-02";1;3596;285,106310512231;1316,30712094812;"adjust";0,00983321952625954;5,00596362027279e-07;0,00272509079590871;8,25971661083405e-05;0,987620588624;1,78317819662412e-05;0,000202718846833092;1,58437257448029e-11;2,70793992377378e-09;4,56989048440073e-11;0,0036558236275622;0,000221673001482402;2,47133033558316e-05;2,8914305437136e-05;1,16478344952676e-05;0,000538045639472158;0,000135579369302949;3,73126051193749e-07;0,000615415344804201;5,2798715214295e-06;0,00145807986720585;0,00102626751280452;3,26842772584635e-12;0,000256936381511449;1,27192095486764e-06;2,03647298237856e-08;1,72465637100303e-10;0,0005709586349748;0,000681522608146027;3,48276603968833e-09;3,45377762184246e-11;3,87861825297611e-12;2,12233199798711e-07;0,000112620891940121;8,36285679896856e-08;5,22607969315624e-06;1,75208980875485e-10
"BrA1_69_2017-05-30 1002711";"Br";"A1";"BrA1_69";"2017-05-30";1;6639;252,090653598108;417,859596019789;"orig";0,0241141772080656;0,000139129278385612;9,96087201993151e-05;0,00127541097471425;0,986797096452909;7,27655706530682e-05;3,38540080897954e-07;2,6042034181917e-08;1,21029468699744e-05;3,44988181314065e-06;0,000268590394058271;9,41271355410282e-06;8,39300017404183e-05;6,45971719594314e-05;8,15246680835371e-06;1,33614624507104e-05;0,000263482610460401;7,19468688455273e-05;0,00275572110320319;4,00340955472625e-05;0,000233754830956745;0,000250934706456986;2,96783329697926e-06;7,46206802383655e-05;3,09268944659117e-05;1,22855678469745e-05;1,58060207576956e-07;0,00289334996125561;0,00431562587241134;1,26644648168228e-07;1,81154496001719e-06;1,02044121180206e-06;2,70690621494664e-06;0,000196291065112517;1,97129457624733e-06;7,63407832709053e-07;1,52699202043368e-06
"BrA1_69_2017-05-30 1002711";"Br";"A1";"BrA1_69";"2017-05-30";1;6639;252,090653598108;417,859596019789;"adjust";0,00252140514983678;9,32603826059599e-05;6,50705120016994e-08;3,7634244245715e-06;0,998221517581068;1,88477472342013e-07;2,73029959174046e-10;2,8413351100961e-14;9,75956675782405e-10;1,31344380086968e-09;1,1034167486042e-05;5,79167274600875e-07;4,48343064707531e-05;2,98384853688696e-05;1,27185741268665e-08;1,09881321496262e-06;1,2955453367433e-06;6,36771242372965e-06;0,000372202635441444;3,65339848923481e-08;0,000207185761320379;6,15989448593976e-06;2,44087106795802e-09;6,98732596066954e-07;3,53671852331915e-09;6,06007464351643e-09;4,65183842147574e-12;0,000668069500362033;0,000330745348723409;5,84146518152187e-12;2,60821481982441e-10;2,19485864750892e-11;2,90479853374259e-10;1,02952729775089e-06;1,91349846380539e-10;6,61920914564748e-10;1,76418009056069e-10
"BrA1_69_2017-06-02 1002650";"Br";"A1";"BrA1_69";"2017-06-02";1;1380;38,5077000218305;605,159175539994;"orig";0,0610202687427205;0,000410524418866302;1,4667948488861e-05;5,6364143920673e-05;0,968843563520649;0,00697150522455142;1,2030689553261e-05;7,22747646448126e-06;8,03843290528109e-06;1,20599208860693e-06;0,00597499028650535;2,14684394080732e-06;1,50091040155814e-07;0,00246504036101002;0,00217063668985903;1,00977759364527e-06;0,00310266537938414;0,00220160240934959;0,00190034044650596;2,40409706379171e-06;4,45590179927775e-07;1,68386520388481e-06;2,15806431019186e-06;3,18674970982447e-07;3,72741118639509e-05;5,73662292935696e-05;1,14041235741146e-06;0,00332741829294317;3,97191968650647e-05;6,61629343885271e-08;6,62575191099118e-07;0,00110492707292092;1,23564100843482e-05;3,74555251892325e-05;0,00119628787681434;5,15042377946119e-06;2,94552853573981e-05
"BrA1_69_2017-06-02 1002650";"Br";"A1";"BrA1_69";"2017-06-02";1;1380;38,5077000218305;605,159175539994;"adjust";0,0198285810583713;3,93316908863271e-05;2,00188631714728e-08;9,05369188181406e-07;0,988175314807501;0,00410834330042541;2,83671766839326e-08;1,25002028478791e-08;1,18811333861658e-10;8,32646029273631e-11;0,00272818299008959;2,44532865222473e-10;2,24151094990888e-13;0,000290796842372737;0,00121249194475816;3,59828128750061e-11;9,42704726026412e-05;0,00110086409936923;0,000978132596644302;7,33440239285385e-12;7,51212796651559e-11;4,14316239074964e-12;1,7736340904528e-09;5,95579599852142e-13;1,71231578434316e-07;1,48065214171524e-06;4,06753052573469e-10;3,81117275387123e-05;9,05154014395275e-09;1,75142473254809e-12;1,18122205515362e-12;0,000460153547461011;3,35233893314998e-08;4,05230412441652e-08;0,000770934297185541;6,70550044818018e-10;3,67022163570315e-07
"BrA1_72_2017-05-22 1002712";"Br";"A1";"BrA1_72";"2017-05-22";1;1467;530,888149085657;683,934278532964;"orig";0,218148781293749;0,702627654423127;6,05379030082801e-05;0,000129846444602175;0,0603046833320132;0,0120521816003913;0,00254249089450749;0,000447026893970677;7,24877041982101e-05;0,00529343583844688;3,88346999134268e-05;5,04463672294649e-05;0,022894543326379;0,0219582058013557;0,000352867249401787;0,00221789288761104;0,000761649950738926;0,00635924409012308;0,000740402032184265;2,87915010629594e-05;0,0659041445810551;0,0313601361730207;0,000821918619037247;0,000970852980650758;7,67270916822692e-05;0,0360007841697482;0,00147746719425205;4,8741602311506e-05;0,00136913009709417;0,0039183403155244;5,14869808327448e-06;5,73378740806566e-05;0,000947351208622391;0,00168603371002456;0,000293826139813446;0,0160193026867865;0,000109533917947857
"BrA1_72_2017-05-22 1002712";"Br";"A1";"BrA1_72";"2017-05-22";1;1467;530,888149085657;683,934278532964;"adjust";0,163465572480886;0,752788084105339;4,31241188841089e-07;4,30038840460584e-07;0,0601154794818367;0,00524641056641305;0,000307268692346315;3,9123364145184e-05;1,12633866183695e-06;0,0015390034968448;1,01797893481146e-07;2,62733860638661e-07;0,0223075095547439;0,0209744111376278;3,70350335387675e-06;0,000205952280979803;4,44024089204829e-05;0,00276584097508582;0,000140890901749541;9,43989731519691e-08;0,057051050597664;0,0311122382225437;2,41642626248263e-05;0,000148540995788788;9,43154564356532e-08;0,0297734299475752;0,000210913317883535;9,13577157444395e-08;0,000480072253090618;0,00141248474215486;2,80744503722429e-09;1,8052574590918e-07;4,98109550606619e-05;0,000557947605656105;2,72010141092456e-06;0,0126953111056753;4,19867703300675e-07
"BrA1_73_2017-05-22 1003960";"Br";"A1";"BrA1_73";"2017-05-22";1;2519;136,103000584238;288,734102196873;"orig";0,668354464784546;0,000589305509425308;0,0487594808983691;6,14858833265125e-05;0,0134781557002694;0,000238015416728314;0,0888212517973524;0,00214581159186296;0,00123683063803843;0,000155789473545236;3,05229311732174e-05;0,00149130388967196;0,12347461602858;0,222842179222885;0,0495263423040609;0,0646460256031686;0,0230865783700762;0,00776259110925169;0,00050693646343413;0,01214765416824;0,0717708915813197;0,205013711245198;5,09374341771491e-05;0,0015120400251741;0,00123916077211197;0,00563495365588583;0,0036261316189662;0,00140816031576339;0,00134231849047356;0,0414978130924868;0,00131009465943852;6,24643298605771e-05;0,000133607417761364;3,56506623977777e-05;0,00222610982372268;0,00199405402689556;0,000141023848907257
"BrA1_73_2017-05-22 1003960";"Br";"A1";"BrA1_73";"2017-05-22";1;2519;136,103000584238;288,734102196873;"adjust";0,573891533746628;4,5318131037893e-06;0,0502908492887947;2,25624661573019e-07;0,0135129492683172;1,33212167987985e-06;0,0803102856568336;0,00028203721559863;5,20854813428292e-05;6,31880987333803e-07;6,27267552630473e-08;0,000157815571059156;0,122531841993013;0,273949530835747;0,0521847499505181;0,0464869657921208;0,0131546526377844;0,00109426121856952;0,000377917234889776;0,00537519183153789;0,052633297048749;0,258676761233176;6,91961328043795e-08;0,000189456449617796;0,000264571498792992;0,00476314689558123;0,000242918167603424;0,000243265583710567;7,79241424981845e-05;0,0217552636194804;0,000778161030938453;9,11764637903835e-08;3,95038140977991e-07;2,74694764536002e-08;0,000336739095431501;0,000269109961224406;8,84249666681157e-07
"BrA1_73_2017-05-23 1002972";"Br";"A1";"BrA1_73";"2017-05-23";1;4641;249,483741650054;268,479954654983;"orig";0,59404669460161;0,00087313142227228;0,169400359223123;7,0625660355531e-06;0,00175074648201689;0,000257492439332284;0,269338440046189;0,00289050818875272;0,000701805561537419;0,000392336888731483;0,000144613487690238;0,00106662812691395;0,0489486011848686;0,0808500733095599;0,00842711148017325;0,129635906368703;0,0180106026057032;0,0208156320091902;1,8635781886551e-05;0,00194970229618049;0,0337234383991551;0,109537661518171;3,35133372931692e-05;0,000468583849068298;9,40909637993318e-05;0,00192005384899422;0,0403716485082514;0,00104466637200152;0,00452525150778694;0,046741714673101;0,00022615956717281;0,00371881918290834;5,6279251824183e-05;0,000110028052327892;0,000131144293969577;0,00181244281318666;5,11439212901212e-06
"BrA1_73_2017-05-23 1002972";"Br";"A1";"BrA1_73";"2017-05-23";1;4641;249,483741650054;268,479954654983;"adjust";0,484222841342497;6,85216905647109e-05;0,183963480294462;3,22790233891684e-09;0,00172853862171583;2,28048548153901e-06;0,348182817412117;0,000383947147890498;1,5768265193341e-05;7,26740287094879e-06;1,45886337392258e-06;4,55897203409585e-05;0,0312993525244673;0,0786137405174344;0,00860383208307225;0,128973606196693;0,00788294249735749;0,0104572548586916;6,3541989261563e-09;0,00033840869801025;0,016977888206355;0,121492312878093;3,48023643997646e-08;4,52555784432807e-06;1,16989866739106e-06;0,00110654753560914;0,0210251813653381;0,000198064709909898;0,000783217639832455;0,0361105472036672;1,62878253969822e-06;0,00141984768669564;1,00732815203975e-07;2,10285612476402e-07;2,52246970534131e-06;0,000307381586385668;1,7967266495883e-09
"BrA1_74_2017-05-22 1002895";"Br";"A1";"BrA1_74";"2017-05-22";1;2139;328,224256904131;550,104968868484;"orig";0,216211191675455;0,0663956230811282;0,000157378405082614;0,000399155396230608;0,400422689001937;0,000309676413722249;0,000761646892950224;7,77773647057979e-07;0,001582653786692;0,00175124326042061;0,000520742616334051;2,12926844265638e-07;0,00155272618592143;0,000358297632589812;0,000446059427335841;0,0718426103803872;0,00318082635287331;0,000211247894346504;0,000214837467391912;0,00138326946532256;0,387031933798357;0,0536259026631709;3,47365866365695e-05;0,00145066228164084;0,00185753022498509;0,00114497728901059;9,67070049127386e-05;0,00146513921585439;6,10433308951835e-05;2,8023396054329e-06;8,32254674577538e-07;1,85116448417579e-06;0,00121851227131879;0,000281298108427901;0,000148451642254779;2,82127501000804e-05;5,77327125135457e-05
"BrA1_74_2017-05-22 1002895";"Br";"A1";"BrA1_74";"2017-05-22";1;2139;328,224256904131;550,104968868484;"adjust";0,144566811257296;0,0389951254928798;2,35999277608656e-06;5,5537893322117e-06;0,402435436711649;1,08915354306702e-06;9,26842218523935e-06;2,50702065553192e-11;0,00146098279567232;0,000273672224280184;3,41642182168483e-05;8,62514832574134e-12;0,000121836760761372;2,93486579230999e-06;2,59713408131312e-05;0,0579228522402543;0,00103988465639148;1,6137455489697e-06;7,63236408882941e-06;0,000270311164389926;0,45794874757741;0,035783329983914;3,77645719148876e-08;0,00105158219708521;0,000591624819659424;0,000932308261862839;2,4130996788067e-07;0,000525399746166334;3,52590347899987e-08;2,34361106350377e-10;3,55980302144736e-12;6,00692652141782e-10;0,000540889040049224;1,39837591281892e-05;4,64254323258919e-07;1,58283519937958e-07;5,06932422763084e-07
"BrA1_74_2017-06-14 1002883";"Br";"A1";"BrA1_74";"2017-06-14";1;138;29,1466845516671;822,988616293756;"orig";0,45894193440486;0,03297471958765;0,000196609246502801;7,57156351334508e-05;1,00982462250811e-05;0,000246548028709439;0,0267563129163113;5,41913399373124e-07;2,96844568619988e-06;0,000308816981742598;0,000438679339380161;2,4060431593338e-06;4,89833847714871e-06;0,00023504744961995;0,00729592317825337;0,00657918178072872;0,0128821361687977;0,00508314842431627;3,04579243506854e-05;0,00576395310460508;0,628608155091432;0,033730074826236;0,00612469058973924;0,000348264963670603;3,25069905868084e-05;0,00146948899710428;0,211151279815121;0,00177249638294518;0,00659866584531152;1,49902923235115e-06;0,000148208833534669;0,00222460740869346;4,24082066286586e-05;0,00125729285494631;0,000295087794531701;0,00503035505292733;0,00227675456430955
"BrA1_74_2017-06-14 1002883";"Br";"A1";"BrA1_74";"2017-06-14";1;138;29,1466845516671;822,988616293756;"adjust";0,288592508887842;0,010415495129829;1,91938624374e-06;6,69023651530414e-08;1,09567493684577e-08;2,74005535731041e-06;0,0107319662804954;3,62772027343687e-11;5,87008358360314e-10;8,64620577995296e-07;7,46486597964565e-06;2,5754914088433e-10;6,91578043274548e-10;5,80527811502078e-06;0,007247488804292;0,0013674947508182;0,00875357782777786;0,00305674570896932;5,40300996181751e-08;0,000550778690158109;0,752430847360014;0,0160993685434953;0,000778491480917286;6,68657186515624e-06;4,16736927149184e-08;3,43853928049091e-05;0,181721427285374;0,000209077716235242;0,00519687180849422;7,0517364192968e-11;2,72582239764482e-06;0,000253146316618067;3,23225531922818e-08;4,43840944750868e-05;2,98659857755491e-06;0,00106056364850245;1,64884332259771e-05
